filename,fold,class_id,class_name
18933-1-0-0.wav,6,1,car_horn
7064-6-0-0.wav,4,6,gun_shot
52740-3-0-0.wav,9,3,dog_bark
72220-3-2-4.wav,10,3,dog_bark
43784-3-1-0.wav,7,3,dog_bark
116485-3-0-4.wav,7,3,dog_bark
22601-8-0-8.wav,3,8,siren
72538-3-0-4.wav,10,3,dog_bark
159753-8-0-0.wav,4,8,siren
135528-6-3-0.wav,4,6,gun_shot
99812-1-0-0.wav,7,1,car_horn
96657-8-0-3.wav,8,8,siren
194753-3-2-0.wav,6,3,dog_bark
162433-6-1-0.wav,8,6,gun_shot
20571-3-0-0.wav,10,3,dog_bark
14358-3-0-90.wav,6,3,dog_bark
38231-3-4-0.wav,4,3,dog_bark
115411-3-2-0.wav,7,3,dog_bark
156897-6-0-0.wav,4,6,gun_shot
54545-3-0-0.wav,2,3,dog_bark
35799-6-0-0.wav,4,6,gun_shot
41372-3-0-39.wav,3,3,dog_bark
123688-8-1-2.wav,2,8,siren
157868-8-0-6.wav,8,8,siren
24074-1-0-2.wav,1,1,car_horn
117072-3-0-8.wav,3,3,dog_bark
24347-8-0-72.wav,4,8,siren
85574-3-0-2.wav,10,3,dog_bark
123688-8-0-9.wav,2,8,siren
38231-3-3-0.wav,4,3,dog_bark
203128-3-1-0.wav,2,3,dog_bark
74364-8-1-21.wav,10,8,siren
17486-3-0-0.wav,10,3,dog_bark
102871-8-0-5.wav,2,8,siren
159751-8-0-14.wav,4,8,siren
35629-3-3-0.wav,4,3,dog_bark
22601-8-0-38.wav,3,8,siren
74950-3-2-5.wav,4,3,dog_bark
71177-8-1-2.wav,8,8,siren
156869-8-0-4.wav,5,8,siren
197243-3-0-0.wav,5,3,dog_bark
106905-8-0-3.wav,1,8,siren
151071-6-0-0.wav,3,6,gun_shot
159747-8-0-12.wav,2,8,siren
24347-8-0-82.wav,4,8,siren
135544-6-1-0.wav,6,6,gun_shot
135528-6-8-0.wav,4,6,gun_shot
24074-1-0-4.wav,1,1,car_horn
57323-8-0-3.wav,7,8,siren
94636-8-0-14.wav,3,8,siren
199769-1-0-1.wav,3,1,car_horn
105289-8-1-1.wav,7,8,siren
95532-3-0-0.wav,6,3,dog_bark
157868-8-0-16.wav,8,8,siren
24347-8-0-71.wav,4,8,siren
174294-6-1-0.wav,1,6,gun_shot
159742-8-0-4.wav,10,8,siren
87275-1-4-0.wav,1,1,car_horn
49809-3-3-0.wav,3,3,dog_bark
116163-3-0-0.wav,5,3,dog_bark
76093-6-0-0.wav,1,6,gun_shot
197318-6-8-0.wav,1,6,gun_shot
109233-3-0-6.wav,6,3,dog_bark
102871-8-0-8.wav,2,8,siren
17615-3-0-4.wav,3,3,dog_bark
111671-8-0-15.wav,5,8,siren
4918-3-0-0.wav,8,3,dog_bark
102103-3-0-0.wav,10,3,dog_bark
159701-6-1-0.wav,5,6,gun_shot
33849-3-2-0.wav,2,3,dog_bark
66996-8-1-0.wav,2,8,siren
22601-8-0-42.wav,3,8,siren
7389-1-0-4.wav,4,1,car_horn
165567-3-0-0.wav,9,3,dog_bark
18594-1-1-0.wav,3,1,car_horn
197320-6-6-0.wav,2,6,gun_shot
22601-8-0-7.wav,3,8,siren
42117-8-0-5.wav,3,8,siren
164053-8-2-0.wav,1,8,siren
72259-1-9-1.wav,5,1,car_horn
157868-8-0-7.wav,8,8,siren
174287-6-2-0.wav,9,6,gun_shot
148632-8-0-9.wav,8,8,siren
54187-1-0-3.wav,9,1,car_horn
159751-8-0-10.wav,4,8,siren
76091-6-4-0.wav,2,6,gun_shot
196127-3-0-3.wav,10,3,dog_bark
72259-1-9-14.wav,5,1,car_horn
22601-8-0-25.wav,3,8,siren
7389-1-0-2.wav,4,1,car_horn
7389-1-4-2.wav,4,1,car_horn
176003-1-0-0.wav,4,1,car_horn
41372-3-0-51.wav,3,3,dog_bark
207962-3-1-0.wav,7,3,dog_bark
71700-3-3-2.wav,8,3,dog_bark
72259-1-10-8.wav,5,1,car_horn
102853-8-0-1.wav,7,8,siren
105289-8-2-5.wav,7,8,siren
72259-1-7-12.wav,5,1,car_horn
135527-6-14-10.wav,7,6,gun_shot
110918-3-0-26.wav,7,3,dog_bark
157867-8-0-8.wav,1,8,siren
135527-6-14-7.wav,7,6,gun_shot
62048-3-0-5.wav,8,3,dog_bark
34872-3-0-0.wav,5,3,dog_bark
54898-8-0-9.wav,3,8,siren
148632-8-0-8.wav,8,8,siren
7913-3-3-0.wav,10,3,dog_bark
179865-1-0-0.wav,3,1,car_horn
38121-3-0-0.wav,6,3,dog_bark
155311-3-0-0.wav,10,3,dog_bark
208030-3-1-0.wav,6,3,dog_bark
159738-8-0-18.wav,1,8,siren
82811-3-3-0.wav,3,3,dog_bark
159751-8-0-7.wav,4,8,siren
24347-8-0-45.wav,4,8,siren
7389-1-3-5.wav,4,1,car_horn
107357-8-1-12.wav,7,8,siren
65745-3-0-88.wav,7,3,dog_bark
50223-3-0-10.wav,9,3,dog_bark
24347-8-0-96.wav,4,8,siren
207124-3-1-0.wav,3,3,dog_bark
24347-8-0-25.wav,4,8,siren
148632-8-0-6.wav,8,8,siren
42117-8-0-8.wav,3,8,siren
71312-3-0-5.wav,10,3,dog_bark
142641-3-0-0.wav,10,3,dog_bark
34241-1-0-0.wav,7,1,car_horn
49974-1-0-0.wav,8,1,car_horn
74726-8-0-5.wav,6,8,siren
189846-3-4-0.wav,8,3,dog_bark
74364-8-1-9.wav,10,8,siren
51022-3-13-0.wav,1,3,dog_bark
118279-8-0-13.wav,1,8,siren
191687-3-0-5.wav,7,3,dog_bark
29936-3-3-0.wav,8,3,dog_bark
174284-6-2-0.wav,7,6,gun_shot
65750-3-3-68.wav,3,3,dog_bark
74726-8-0-13.wav,6,8,siren
100795-3-1-1.wav,10,3,dog_bark
71439-1-0-0.wav,5,1,car_horn
22601-8-0-28.wav,3,8,siren
72259-1-7-8.wav,5,1,car_horn
203913-8-0-12.wav,5,8,siren
159745-8-1-0.wav,9,8,siren
145206-6-2-0.wav,8,6,gun_shot
135528-6-9-0.wav,4,6,gun_shot
135544-6-18-0.wav,6,6,gun_shot
148632-8-0-7.wav,8,8,siren
110371-3-1-1.wav,5,3,dog_bark
135544-6-4-0.wav,6,6,gun_shot
42117-8-0-13.wav,3,8,siren
62878-8-0-1.wav,7,8,siren
157867-8-0-23.wav,1,8,siren
72265-3-7-0.wav,9,3,dog_bark
72259-1-10-2.wav,5,1,car_horn
135527-6-14-1.wav,7,6,gun_shot
7389-1-4-5.wav,4,1,car_horn
162432-6-13-0.wav,5,6,gun_shot
63932-3-1-1.wav,4,3,dog_bark
97392-3-0-0.wav,6,3,dog_bark
47926-3-2-0.wav,4,3,dog_bark
159747-8-0-11.wav,2,8,siren
203913-8-0-10.wav,5,8,siren
74364-8-1-2.wav,10,8,siren
179386-3-0-1.wav,3,3,dog_bark
50614-3-0-0.wav,7,3,dog_bark
74723-3-0-0.wav,4,3,dog_bark
52171-3-6-0.wav,9,3,dog_bark
135526-6-8-0.wav,3,6,gun_shot
122199-3-1-6.wav,8,3,dog_bark
197073-3-0-0.wav,1,3,dog_bark
176257-3-0-0.wav,1,3,dog_bark
25038-6-0-0.wav,9,6,gun_shot
145683-6-3-0.wav,9,6,gun_shot
65381-3-0-6.wav,5,3,dog_bark
94636-8-0-2.wav,3,8,siren
114587-3-0-4.wav,1,3,dog_bark
157322-3-0-3.wav,6,3,dog_bark
102103-3-1-0.wav,10,3,dog_bark
97193-3-0-4.wav,2,3,dog_bark
116484-3-0-12.wav,4,3,dog_bark
203356-3-0-2.wav,1,3,dog_bark
72259-1-10-4.wav,5,1,car_horn
77927-3-0-1.wav,10,3,dog_bark
197075-3-6-0.wav,6,3,dog_bark
18581-3-1-1.wav,2,3,dog_bark
173995-3-0-3.wav,2,3,dog_bark
143115-1-1-0.wav,6,1,car_horn
135544-6-5-0.wav,6,6,gun_shot
42117-8-0-6.wav,3,8,siren
197318-6-2-0.wav,1,6,gun_shot
54898-8-0-10.wav,3,8,siren
135527-6-1-0.wav,7,6,gun_shot
30344-3-0-3.wav,10,3,dog_bark
157868-8-0-4.wav,8,8,siren
22601-8-0-52.wav,3,8,siren
145577-1-0-0.wav,2,1,car_horn
162728-1-0-0.wav,7,1,car_horn
63292-3-0-1.wav,3,3,dog_bark
4201-3-2-0.wav,2,3,dog_bark
111671-8-0-5.wav,5,8,siren
107357-8-1-2.wav,7,8,siren
95549-3-0-6.wav,8,3,dog_bark
4201-3-3-0.wav,2,3,dog_bark
159744-8-0-2.wav,9,8,siren
179386-3-0-0.wav,3,3,dog_bark
102547-3-0-7.wav,5,3,dog_bark
72259-1-0-5.wav,5,1,car_horn
9031-3-4-0.wav,1,3,dog_bark
102871-8-0-4.wav,2,8,siren
72567-1-4-4.wav,2,1,car_horn
155488-3-0-6.wav,6,3,dog_bark
13577-3-0-2.wav,5,3,dog_bark
93567-8-0-0.wav,10,8,siren
85362-3-1-0.wav,7,3,dog_bark
180156-1-7-0.wav,9,1,car_horn
101281-3-0-0.wav,6,3,dog_bark
67049-3-0-1.wav,7,3,dog_bark
72567-1-4-6.wav,2,1,car_horn
24074-1-0-1.wav,1,1,car_horn
94636-8-0-18.wav,3,8,siren
81791-3-0-0.wav,10,3,dog_bark
111671-8-0-9.wav,5,8,siren
102842-3-1-6.wav,1,3,dog_bark
54898-8-0-0.wav,3,8,siren
22601-8-0-43.wav,3,8,siren
159747-8-0-6.wav,2,8,siren
63261-3-0-0.wav,2,3,dog_bark
27217-3-0-22.wav,7,3,dog_bark
94636-8-0-1.wav,3,8,siren
197318-6-0-0.wav,1,6,gun_shot
123688-8-2-3.wav,2,8,siren
83488-1-1-0.wav,7,1,car_horn
135544-6-8-0.wav,6,6,gun_shot
197073-3-4-3.wav,1,3,dog_bark
203956-1-0-0.wav,4,1,car_horn
123688-8-2-0.wav,2,8,siren
99812-1-3-0.wav,7,1,car_horn
163459-3-0-0.wav,10,3,dog_bark
90014-8-0-5.wav,3,8,siren
111048-6-0-0.wav,6,6,gun_shot
119420-3-0-0.wav,9,3,dog_bark
35628-3-0-0.wav,10,3,dog_bark
179386-3-0-2.wav,3,3,dog_bark
203913-8-0-3.wav,5,8,siren
7389-1-2-3.wav,4,1,car_horn
26177-1-2-0.wav,5,1,car_horn
66115-1-0-1.wav,10,1,car_horn
9031-3-2-0.wav,1,3,dog_bark
72259-1-7-11.wav,5,1,car_horn
73168-1-1-0.wav,9,1,car_horn
196561-3-0-29.wav,8,3,dog_bark
145611-6-1-0.wav,5,6,gun_shot
17307-1-0-0.wav,2,1,car_horn
12647-3-1-0.wav,3,3,dog_bark
157866-8-0-19.wav,9,8,siren
164782-8-0-3.wav,5,8,siren
157867-8-0-7.wav,1,8,siren
158607-3-2-0.wav,2,3,dog_bark
88121-8-0-3.wav,10,8,siren
98536-8-0-0.wav,8,8,siren
103076-3-1-0.wav,8,3,dog_bark
24347-8-0-8.wav,4,8,siren
124389-8-1-13.wav,6,8,siren
157868-8-0-23.wav,8,8,siren
72259-1-9-15.wav,5,1,car_horn
162541-1-0-0.wav,2,1,car_horn
183989-3-1-25.wav,4,3,dog_bark
135160-8-0-11.wav,6,8,siren
93567-8-0-15.wav,10,8,siren
74364-8-1-4.wav,10,8,siren
135528-6-2-0.wav,4,6,gun_shot
164311-3-1-0.wav,6,3,dog_bark
118279-8-0-11.wav,1,8,siren
159754-8-3-0.wav,5,8,siren
100652-3-0-2.wav,2,3,dog_bark
157866-8-0-18.wav,9,8,siren
162432-6-0-0.wav,5,6,gun_shot
157867-8-0-18.wav,1,8,siren
159752-8-0-4.wav,4,8,siren
124389-8-1-16.wav,6,8,siren
40717-8-0-3.wav,2,8,siren
148632-8-0-4.wav,8,8,siren
22601-8-0-15.wav,3,8,siren
155299-3-1-1.wav,7,3,dog_bark
43784-3-0-0.wav,7,3,dog_bark
107357-8-1-1.wav,7,8,siren
117048-3-0-23.wav,3,3,dog_bark
24347-8-0-53.wav,4,8,siren
27349-3-1-2.wav,2,3,dog_bark
170015-3-0-0.wav,3,3,dog_bark
105319-3-0-39.wav,6,3,dog_bark
156868-8-1-0.wav,4,8,siren
24347-8-0-90.wav,4,8,siren
93567-8-0-18.wav,10,8,siren
107357-8-0-1.wav,7,8,siren
159744-8-0-3.wav,9,8,siren
184623-8-0-2.wav,3,8,siren
22601-8-0-46.wav,3,8,siren
208030-3-4-0.wav,6,3,dog_bark
47926-3-3-0.wav,4,3,dog_bark
164782-8-0-1.wav,5,8,siren
95549-3-0-14.wav,8,3,dog_bark
194754-3-0-1.wav,7,3,dog_bark
159753-8-0-6.wav,4,8,siren
184725-3-0-4.wav,3,3,dog_bark
118070-1-0-0.wav,3,1,car_horn
24347-8-0-80.wav,4,8,siren
135528-6-6-0.wav,4,6,gun_shot
117181-8-0-2.wav,8,8,siren
132073-1-1-0.wav,2,1,car_horn
159751-8-0-15.wav,4,8,siren
159742-8-0-12.wav,10,8,siren
103076-3-2-0.wav,8,3,dog_bark
148632-8-0-1.wav,8,8,siren
74364-8-1-12.wav,10,8,siren
136399-6-3-0.wav,9,6,gun_shot
24347-8-0-35.wav,4,8,siren
7389-1-4-12.wav,4,1,car_horn
81722-3-0-22.wav,9,3,dog_bark
175917-3-1-1.wav,6,3,dog_bark
59513-3-0-0.wav,10,3,dog_bark
24347-8-0-21.wav,4,8,siren
148828-6-0-0.wav,7,6,gun_shot
203356-3-0-1.wav,1,3,dog_bark
72259-1-10-11.wav,5,1,car_horn
72723-3-0-0.wav,9,3,dog_bark
159754-8-2-0.wav,5,8,siren
138015-3-0-7.wav,1,3,dog_bark
24965-3-2-0.wav,7,3,dog_bark
72259-1-9-13.wav,5,1,car_horn
20841-3-6-0.wav,3,3,dog_bark
89213-3-0-0.wav,5,3,dog_bark
64346-6-0-0.wav,6,6,gun_shot
135544-6-0-0.wav,6,6,gun_shot
79584-3-1-2.wav,9,3,dog_bark
87275-1-0-0.wav,1,1,car_horn
128465-1-0-5.wav,6,1,car_horn
204919-3-4-0.wav,6,3,dog_bark
25037-6-0-0.wav,10,6,gun_shot
191382-3-1-0.wav,5,3,dog_bark
4911-3-0-0.wav,2,3,dog_bark
7389-1-4-7.wav,4,1,car_horn
20015-3-0-4.wav,5,3,dog_bark
344-3-1-0.wav,4,3,dog_bark
133473-8-0-2.wav,8,8,siren
159747-8-0-20.wav,2,8,siren
161922-3-1-5.wav,6,3,dog_bark
147672-3-1-0.wav,2,3,dog_bark
159738-8-0-11.wav,1,8,siren
72259-1-0-4.wav,5,1,car_horn
118496-1-0-0.wav,3,1,car_horn
192236-3-0-2.wav,7,3,dog_bark
159750-8-0-8.wav,2,8,siren
63292-3-0-0.wav,3,3,dog_bark
52441-3-0-0.wav,4,3,dog_bark
201207-3-29-0.wav,4,3,dog_bark
208652-8-0-0.wav,10,8,siren
153057-1-0-0.wav,7,1,car_horn
7383-3-1-0.wav,1,3,dog_bark
28808-1-0-2.wav,10,1,car_horn
183992-3-0-6.wav,7,3,dog_bark
42117-8-0-7.wav,3,8,siren
199769-1-0-16.wav,3,1,car_horn
31325-3-1-0.wav,8,3,dog_bark
99812-1-6-0.wav,7,1,car_horn
43805-8-2-0.wav,7,8,siren
59800-3-1-0.wav,9,3,dog_bark
159747-8-0-15.wav,2,8,siren
40717-8-0-1.wav,2,8,siren
74726-8-1-2.wav,6,8,siren
145612-6-0-0.wav,8,6,gun_shot
159745-8-0-0.wav,9,8,siren
159738-8-0-13.wav,1,8,siren
72259-1-7-22.wav,5,1,car_horn
125520-1-1-0.wav,8,1,car_horn
23131-3-5-0.wav,2,3,dog_bark
159751-8-0-19.wav,4,8,siren
160575-3-4-0.wav,6,3,dog_bark
49809-3-4-0.wav,3,3,dog_bark
7066-6-0-0.wav,5,6,gun_shot
65381-3-0-3.wav,5,3,dog_bark
7060-6-0-0.wav,7,6,gun_shot
27349-3-2-1.wav,2,3,dog_bark
162703-1-0-0.wav,1,1,car_horn
76091-6-1-0.wav,2,6,gun_shot
24347-8-0-33.wav,4,8,siren
123688-8-0-0.wav,2,8,siren
180257-3-0-1.wav,7,3,dog_bark
89212-3-0-0.wav,1,3,dog_bark
173993-3-0-52.wav,5,3,dog_bark
181725-3-0-22.wav,5,3,dog_bark
23131-3-2-0.wav,2,3,dog_bark
159704-6-0-0.wav,6,6,gun_shot
123688-8-0-14.wav,2,8,siren
75490-8-1-0.wav,6,8,siren
94636-8-0-8.wav,3,8,siren
187356-1-2-0.wav,4,1,car_horn
158979-6-0-0.wav,6,6,gun_shot
160366-3-0-4.wav,2,3,dog_bark
159751-8-0-21.wav,4,8,siren
72567-1-4-2.wav,2,1,car_horn
124389-8-1-11.wav,6,8,siren
74495-3-0-1.wav,2,3,dog_bark
159708-6-3-0.wav,7,6,gun_shot
164053-8-2-2.wav,1,8,siren
200161-3-6-4.wav,3,3,dog_bark
22347-3-3-0.wav,2,3,dog_bark
208652-8-2-0.wav,10,8,siren
164053-8-2-3.wav,1,8,siren
94020-8-1-0.wav,4,8,siren
203913-8-0-6.wav,5,8,siren
72259-1-10-13.wav,5,1,car_horn
35296-3-1-0.wav,4,3,dog_bark
74726-8-2-3.wav,6,8,siren
102871-8-0-9.wav,2,8,siren
148833-6-1-0.wav,6,6,gun_shot
72539-3-0-6.wav,2,3,dog_bark
166268-3-0-0.wav,1,3,dog_bark
99812-1-0-2.wav,7,1,car_horn
123688-8-2-2.wav,2,8,siren
159708-6-6-0.wav,7,6,gun_shot
82811-3-0-1.wav,3,3,dog_bark
117048-3-0-35.wav,3,3,dog_bark
176638-1-1-0.wav,1,1,car_horn
19503-3-0-0.wav,5,3,dog_bark
159742-8-0-10.wav,10,8,siren
24347-8-0-78.wav,4,8,siren
180156-1-9-0.wav,9,1,car_horn
145608-6-3-0.wav,2,6,gun_shot
157801-6-0-0.wav,9,6,gun_shot
59800-3-2-0.wav,9,3,dog_bark
62048-3-0-3.wav,8,3,dog_bark
76566-3-0-8.wav,5,3,dog_bark
93567-8-0-14.wav,10,8,siren
43806-8-0-0.wav,1,8,siren
199769-1-0-0.wav,3,1,car_horn
159747-8-0-8.wav,2,8,siren
105289-8-1-4.wav,7,8,siren
197318-6-12-0.wav,1,6,gun_shot
199769-1-0-2.wav,3,1,car_horn
28808-1-1-1.wav,10,1,car_horn
159747-8-0-19.wav,2,8,siren
30226-3-1-1.wav,8,3,dog_bark
157207-6-5-0.wav,10,6,gun_shot
24965-3-3-0.wav,7,3,dog_bark
74726-8-0-15.wav,6,8,siren
159751-8-0-12.wav,4,8,siren
187356-1-0-0.wav,4,1,car_horn
57323-8-0-0.wav,7,8,siren
196561-3-0-16.wav,8,3,dog_bark
102853-8-0-3.wav,7,8,siren
118964-3-0-0.wav,4,3,dog_bark
159707-6-0-0.wav,9,6,gun_shot
111671-8-0-7.wav,5,8,siren
74726-8-0-16.wav,6,8,siren
52740-3-0-2.wav,9,3,dog_bark
30226-3-1-5.wav,8,3,dog_bark
72259-1-5-1.wav,5,1,car_horn
128891-3-0-5.wav,6,3,dog_bark
24347-8-0-0.wav,4,8,siren
197318-6-4-0.wav,1,6,gun_shot
71177-8-2-0.wav,8,8,siren
71309-1-0-6.wav,8,1,car_horn
108187-3-6-0.wav,2,3,dog_bark
157867-8-0-4.wav,1,8,siren
159752-8-2-1.wav,4,8,siren
159738-8-0-14.wav,1,8,siren
187356-1-3-0.wav,4,1,car_horn
180256-3-0-2.wav,1,3,dog_bark
50612-3-0-0.wav,7,3,dog_bark
51024-3-0-3.wav,10,3,dog_bark
162433-6-6-0.wav,8,6,gun_shot
158608-8-0-0.wav,4,8,siren
190996-3-0-1.wav,8,3,dog_bark
54086-1-0-0.wav,10,1,car_horn
44278-1-1-0.wav,4,1,car_horn
151069-6-0-0.wav,8,6,gun_shot
85574-3-0-8.wav,10,3,dog_bark
24347-8-0-50.wav,4,8,siren
76089-6-0-0.wav,2,6,gun_shot
174285-6-1-0.wav,8,6,gun_shot
183894-1-8-0.wav,7,1,car_horn
124389-8-1-5.wav,6,8,siren
71177-8-0-1.wav,8,8,siren
159750-8-0-5.wav,2,8,siren
105289-8-0-2.wav,7,8,siren
74726-8-0-2.wav,6,8,siren
24347-8-0-65.wav,4,8,siren
175915-3-0-3.wav,9,3,dog_bark
22601-8-0-53.wav,3,8,siren
180156-1-1-0.wav,9,1,car_horn
149177-6-0-0.wav,2,6,gun_shot
116485-3-2-4.wav,7,3,dog_bark
74513-3-0-0.wav,7,3,dog_bark
203355-3-0-0.wav,6,3,dog_bark
164627-1-0-0.wav,7,1,car_horn
155299-3-1-0.wav,7,3,dog_bark
94868-1-0-0.wav,1,1,car_horn
157207-6-8-0.wav,10,6,gun_shot
135160-8-0-8.wav,6,8,siren
176783-3-0-11.wav,3,3,dog_bark
105289-8-0-0.wav,7,8,siren
135544-6-10-0.wav,6,6,gun_shot
54898-8-0-2.wav,3,8,siren
183894-1-6-0.wav,7,1,car_horn
9674-1-0-0.wav,3,1,car_horn
50885-3-0-5.wav,5,3,dog_bark
162432-6-12-0.wav,5,6,gun_shot
24347-8-0-44.wav,4,8,siren
28808-1-0-4.wav,10,1,car_horn
113785-3-1-0.wav,2,3,dog_bark
117271-3-0-3.wav,6,3,dog_bark
187378-3-0-19.wav,9,3,dog_bark
157207-6-6-0.wav,10,6,gun_shot
72579-3-0-0.wav,1,3,dog_bark
57105-3-4-4.wav,9,3,dog_bark
22601-8-0-54.wav,3,8,siren
115536-3-0-0.wav,3,3,dog_bark
52077-3-0-13.wav,3,3,dog_bark
148835-6-0-0.wav,6,6,gun_shot
7065-6-0-0.wav,8,6,gun_shot
117536-1-0-0.wav,4,1,car_horn
199769-1-0-18.wav,3,1,car_horn
152588-3-2-0.wav,9,3,dog_bark
203913-8-1-3.wav,5,8,siren
185436-1-0-0.wav,5,1,car_horn
103076-3-0-0.wav,8,3,dog_bark
117181-8-0-5.wav,8,8,siren
190680-3-4-0.wav,6,3,dog_bark
158608-8-0-3.wav,4,8,siren
74726-8-2-0.wav,6,8,siren
27217-3-0-6.wav,7,3,dog_bark
174873-3-5-13.wav,8,3,dog_bark
135160-8-0-7.wav,6,8,siren
87275-1-1-0.wav,1,1,car_horn
14524-1-0-0.wav,7,1,car_horn
159701-6-3-0.wav,5,6,gun_shot
187378-3-0-12.wav,9,3,dog_bark
74364-8-1-16.wav,10,8,siren
116484-3-0-8.wav,4,3,dog_bark
155283-1-1-0.wav,8,1,car_horn
197320-6-12-0.wav,2,6,gun_shot
24347-8-0-83.wav,4,8,siren
54858-3-1-2.wav,1,3,dog_bark
203128-3-6-0.wav,2,3,dog_bark
158608-8-0-1.wav,4,8,siren
125520-1-4-0.wav,8,1,car_horn
30832-3-12-0.wav,4,3,dog_bark
159748-8-2-4.wav,9,8,siren
30832-3-5-1.wav,4,3,dog_bark
7389-1-0-6.wav,4,1,car_horn
95404-3-0-4.wav,4,3,dog_bark
74726-8-1-0.wav,6,8,siren
135528-6-7-0.wav,4,6,gun_shot
165166-8-0-4.wav,10,8,siren
162541-1-1-0.wav,2,1,car_horn
24347-8-0-18.wav,4,8,siren
199769-1-0-11.wav,3,1,car_horn
145206-6-0-0.wav,8,6,gun_shot
174293-6-0-0.wav,2,6,gun_shot
7389-1-2-1.wav,4,1,car_horn
7389-1-4-0.wav,4,1,car_horn
148835-6-1-0.wav,6,6,gun_shot
199769-1-0-17.wav,3,1,car_horn
24652-6-0-0.wav,4,6,gun_shot
72259-1-7-16.wav,5,1,car_horn
119420-3-1-0.wav,9,3,dog_bark
159738-8-0-19.wav,1,8,siren
22601-8-0-49.wav,3,8,siren
135544-6-16-0.wav,6,6,gun_shot
111671-8-0-4.wav,5,8,siren
24347-8-0-62.wav,4,8,siren
9674-1-0-2.wav,3,1,car_horn
159708-6-2-0.wav,7,6,gun_shot
118101-3-0-3.wav,1,3,dog_bark
85661-3-0-0.wav,9,3,dog_bark
72567-1-2-2.wav,2,1,car_horn
174282-6-2-0.wav,9,6,gun_shot
197320-6-3-0.wav,2,6,gun_shot
26185-1-1-0.wav,9,1,car_horn
22601-8-0-16.wav,3,8,siren
40722-8-0-4.wav,1,8,siren
102871-8-0-12.wav,2,8,siren
197320-6-0-0.wav,2,6,gun_shot
47926-3-1-0.wav,4,3,dog_bark
74950-3-0-0.wav,4,3,dog_bark
26256-3-7-36.wav,4,3,dog_bark
34952-8-0-0.wav,6,8,siren
184725-3-0-2.wav,3,3,dog_bark
157322-3-0-5.wav,6,3,dog_bark
183989-3-1-23.wav,4,3,dog_bark
116400-3-0-2.wav,3,3,dog_bark
164626-1-0-0.wav,8,1,car_horn
58382-3-0-0.wav,5,3,dog_bark
72259-1-0-3.wav,5,1,car_horn
71177-8-1-3.wav,8,8,siren
40722-8-0-2.wav,1,8,siren
99812-1-5-0.wav,7,1,car_horn
157207-6-3-0.wav,10,6,gun_shot
72259-1-7-14.wav,5,1,car_horn
7068-6-0-0.wav,8,6,gun_shot
173993-3-0-25.wav,5,3,dog_bark
135544-6-13-0.wav,6,6,gun_shot
