file,fold,class_id,class,augment
24347-8-0-71.wav,4,8,siren,none
174294-6-1-0.wav,1,6,gun_shot,none
159742-8-0-4.wav,10,8,siren,none
87275-1-4-0.wav,1,1,car_horn,none
49809-3-3-0.wav,3,3,dog_bark,none
116163-3-0-0.wav,5,3,dog_bark,none
76093-6-0-0.wav,1,6,gun_shot,none
197318-6-8-0.wav,1,6,gun_shot,none
109233-3-0-6.wav,6,3,dog_bark,none
102871-8-0-8.wav,2,8,siren,none
17615-3-0-4.wav,3,3,dog_bark,none
111671-8-0-15.wav,5,8,siren,none
4918-3-0-0.wav,8,3,dog_bark,none
102103-3-0-0.wav,10,3,dog_bark,none
159701-6-1-0.wav,5,6,gun_shot,none
33849-3-2-0.wav,2,3,dog_bark,none
66996-8-1-0.wav,2,8,siren,none
22601-8-0-42.wav,3,8,siren,none
7389-1-0-4.wav,4,1,car_horn,none
165567-3-0-0.wav,9,3,dog_bark,none
18594-1-1-0.wav,3,1,car_horn,none
197320-6-6-0.wav,2,6,gun_shot,none
22601-8-0-7.wav,3,8,siren,none
42117-8-0-5.wav,3,8,siren,none
164053-8-2-0.wav,1,8,siren,none
72259-1-9-1.wav,5,1,car_horn,none
157868-8-0-7.wav,8,8,siren,none
174287-6-2-0.wav,9,6,gun_shot,none
148632-8-0-9.wav,8,8,siren,none
54187-1-0-3.wav,9,1,car_horn,none
159751-8-0-10.wav,4,8,siren,none
76091-6-4-0.wav,2,6,gun_shot,none
196127-3-0-3.wav,10,3,dog_bark,none
72259-1-9-14.wav,5,1,car_horn,none
22601-8-0-25.wav,3,8,siren,none
7389-1-0-2.wav,4,1,car_horn,none
7389-1-4-2.wav,4,1,car_horn,none
176003-1-0-0.wav,4,1,car_horn,none
41372-3-0-51.wav,3,3,dog_bark,none
207962-3-1-0.wav,7,3,dog_bark,none
71700-3-3-2.wav,8,3,dog_bark,none
72259-1-10-8.wav,5,1,car_horn,none
102853-8-0-1.wav,7,8,siren,none
105289-8-2-5.wav,7,8,siren,none
72259-1-7-12.wav,5,1,car_horn,none
135527-6-14-10.wav,7,6,gun_shot,none
110918-3-0-26.wav,7,3,dog_bark,none
157867-8-0-8.wav,1,8,siren,none
135527-6-14-7.wav,7,6,gun_shot,none
62048-3-0-5.wav,8,3,dog_bark,none
34872-3-0-0.wav,5,3,dog_bark,none
54898-8-0-9.wav,3,8,siren,none
148632-8-0-8.wav,8,8,siren,none
7913-3-3-0.wav,10,3,dog_bark,none
179865-1-0-0.wav,3,1,car_horn,none
38121-3-0-0.wav,6,3,dog_bark,none
155311-3-0-0.wav,10,3,dog_bark,none
208030-3-1-0.wav,6,3,dog_bark,none
159738-8-0-18.wav,1,8,siren,none
82811-3-3-0.wav,3,3,dog_bark,none
159751-8-0-7.wav,4,8,siren,none
24347-8-0-45.wav,4,8,siren,none
7389-1-3-5.wav,4,1,car_horn,none
107357-8-1-12.wav,7,8,siren,none
65745-3-0-88.wav,7,3,dog_bark,none
50223-3-0-10.wav,9,3,dog_bark,none
24347-8-0-96.wav,4,8,siren,none
207124-3-1-0.wav,3,3,dog_bark,none
24347-8-0-25.wav,4,8,siren,none
148632-8-0-6.wav,8,8,siren,none
42117-8-0-8.wav,3,8,siren,none
71312-3-0-5.wav,10,3,dog_bark,none
142641-3-0-0.wav,10,3,dog_bark,none
34241-1-0-0.wav,7,1,car_horn,none
49974-1-0-0.wav,8,1,car_horn,none
74726-8-0-5.wav,6,8,siren,none
189846-3-4-0.wav,8,3,dog_bark,none
74364-8-1-9.wav,10,8,siren,none
51022-3-13-0.wav,1,3,dog_bark,none
118279-8-0-13.wav,1,8,siren,none
191687-3-0-5.wav,7,3,dog_bark,none
29936-3-3-0.wav,8,3,dog_bark,none
174284-6-2-0.wav,7,6,gun_shot,none
65750-3-3-68.wav,3,3,dog_bark,none
74726-8-0-13.wav,6,8,siren,none
100795-3-1-1.wav,10,3,dog_bark,none
71439-1-0-0.wav,5,1,car_horn,none
22601-8-0-28.wav,3,8,siren,none
72259-1-7-8.wav,5,1,car_horn,none
203913-8-0-12.wav,5,8,siren,none
159745-8-1-0.wav,9,8,siren,none
145206-6-2-0.wav,8,6,gun_shot,none
135528-6-9-0.wav,4,6,gun_shot,none
135544-6-18-0.wav,6,6,gun_shot,none
148632-8-0-7.wav,8,8,siren,none
110371-3-1-1.wav,5,3,dog_bark,none
135544-6-4-0.wav,6,6,gun_shot,none
42117-8-0-13.wav,3,8,siren,none
62878-8-0-1.wav,7,8,siren,none
157867-8-0-23.wav,1,8,siren,none
72265-3-7-0.wav,9,3,dog_bark,none
72259-1-10-2.wav,5,1,car_horn,none
135527-6-14-1.wav,7,6,gun_shot,none
7389-1-4-5.wav,4,1,car_horn,none
162432-6-13-0.wav,5,6,gun_shot,none
63932-3-1-1.wav,4,3,dog_bark,none
97392-3-0-0.wav,6,3,dog_bark,none
47926-3-2-0.wav,4,3,dog_bark,none
159747-8-0-11.wav,2,8,siren,none
203913-8-0-10.wav,5,8,siren,none
74364-8-1-2.wav,10,8,siren,none
179386-3-0-1.wav,3,3,dog_bark,none
50614-3-0-0.wav,7,3,dog_bark,none
74723-3-0-0.wav,4,3,dog_bark,none
52171-3-6-0.wav,9,3,dog_bark,none
135526-6-8-0.wav,3,6,gun_shot,none
122199-3-1-6.wav,8,3,dog_bark,none
197073-3-0-0.wav,1,3,dog_bark,none
176257-3-0-0.wav,1,3,dog_bark,none
25038-6-0-0.wav,9,6,gun_shot,none
145683-6-3-0.wav,9,6,gun_shot,none
65381-3-0-6.wav,5,3,dog_bark,none
94636-8-0-2.wav,3,8,siren,none
114587-3-0-4.wav,1,3,dog_bark,none
157322-3-0-3.wav,6,3,dog_bark,none
102103-3-1-0.wav,10,3,dog_bark,none
97193-3-0-4.wav,2,3,dog_bark,none
116484-3-0-12.wav,4,3,dog_bark,none
203356-3-0-2.wav,1,3,dog_bark,none
72259-1-10-4.wav,5,1,car_horn,none
77927-3-0-1.wav,10,3,dog_bark,none
197075-3-6-0.wav,6,3,dog_bark,none
18581-3-1-1.wav,2,3,dog_bark,none
173995-3-0-3.wav,2,3,dog_bark,none
143115-1-1-0.wav,6,1,car_horn,none
135544-6-5-0.wav,6,6,gun_shot,none
42117-8-0-6.wav,3,8,siren,none
197318-6-2-0.wav,1,6,gun_shot,none
54898-8-0-10.wav,3,8,siren,none
135527-6-1-0.wav,7,6,gun_shot,none
30344-3-0-3.wav,10,3,dog_bark,none
157868-8-0-4.wav,8,8,siren,none
22601-8-0-52.wav,3,8,siren,none
145577-1-0-0.wav,2,1,car_horn,none
162728-1-0-0.wav,7,1,car_horn,none
63292-3-0-1.wav,3,3,dog_bark,none
4201-3-2-0.wav,2,3,dog_bark,none
111671-8-0-5.wav,5,8,siren,none
107357-8-1-2.wav,7,8,siren,none
95549-3-0-6.wav,8,3,dog_bark,none
4201-3-3-0.wav,2,3,dog_bark,none
159744-8-0-2.wav,9,8,siren,none
179386-3-0-0.wav,3,3,dog_bark,none
102547-3-0-7.wav,5,3,dog_bark,none
72259-1-0-5.wav,5,1,car_horn,none
9031-3-4-0.wav,1,3,dog_bark,none
102871-8-0-4.wav,2,8,siren,none
72567-1-4-4.wav,2,1,car_horn,none
155488-3-0-6.wav,6,3,dog_bark,none
13577-3-0-2.wav,5,3,dog_bark,none
93567-8-0-0.wav,10,8,siren,none
85362-3-1-0.wav,7,3,dog_bark,none
180156-1-7-0.wav,9,1,car_horn,none
101281-3-0-0.wav,6,3,dog_bark,none
67049-3-0-1.wav,7,3,dog_bark,none
72567-1-4-6.wav,2,1,car_horn,none
24074-1-0-1.wav,1,1,car_horn,none
94636-8-0-18.wav,3,8,siren,none
81791-3-0-0.wav,10,3,dog_bark,none
111671-8-0-9.wav,5,8,siren,none
102842-3-1-6.wav,1,3,dog_bark,none
54898-8-0-0.wav,3,8,siren,none
22601-8-0-43.wav,3,8,siren,none
159747-8-0-6.wav,2,8,siren,none
63261-3-0-0.wav,2,3,dog_bark,none
27217-3-0-22.wav,7,3,dog_bark,none
94636-8-0-1.wav,3,8,siren,none
197318-6-0-0.wav,1,6,gun_shot,none
123688-8-2-3.wav,2,8,siren,none
83488-1-1-0.wav,7,1,car_horn,none
135544-6-8-0.wav,6,6,gun_shot,none
197073-3-4-3.wav,1,3,dog_bark,none
203956-1-0-0.wav,4,1,car_horn,none
123688-8-2-0.wav,2,8,siren,none
99812-1-3-0.wav,7,1,car_horn,none
163459-3-0-0.wav,10,3,dog_bark,none
90014-8-0-5.wav,3,8,siren,none
111048-6-0-0.wav,6,6,gun_shot,none
119420-3-0-0.wav,9,3,dog_bark,none
35628-3-0-0.wav,10,3,dog_bark,none
179386-3-0-2.wav,3,3,dog_bark,none
203913-8-0-3.wav,5,8,siren,none
7389-1-2-3.wav,4,1,car_horn,none
26177-1-2-0.wav,5,1,car_horn,none
66115-1-0-1.wav,10,1,car_horn,none
9031-3-2-0.wav,1,3,dog_bark,none
72259-1-7-11.wav,5,1,car_horn,none
73168-1-1-0.wav,9,1,car_horn,none
196561-3-0-29.wav,8,3,dog_bark,none
145611-6-1-0.wav,5,6,gun_shot,none
17307-1-0-0.wav,2,1,car_horn,none
12647-3-1-0.wav,3,3,dog_bark,none
157866-8-0-19.wav,9,8,siren,none
164782-8-0-3.wav,5,8,siren,none
157867-8-0-7.wav,1,8,siren,none
158607-3-2-0.wav,2,3,dog_bark,none
88121-8-0-3.wav,10,8,siren,none
98536-8-0-0.wav,8,8,siren,none
103076-3-1-0.wav,8,3,dog_bark,none
24347-8-0-8.wav,4,8,siren,none
124389-8-1-13.wav,6,8,siren,none
157868-8-0-23.wav,8,8,siren,none
72259-1-9-15.wav,5,1,car_horn,none
162541-1-0-0.wav,2,1,car_horn,none
183989-3-1-25.wav,4,3,dog_bark,none
135160-8-0-11.wav,6,8,siren,none
93567-8-0-15.wav,10,8,siren,none
74364-8-1-4.wav,10,8,siren,none
135528-6-2-0.wav,4,6,gun_shot,none
164311-3-1-0.wav,6,3,dog_bark,none
118279-8-0-11.wav,1,8,siren,none
159754-8-3-0.wav,5,8,siren,none
100652-3-0-2.wav,2,3,dog_bark,none
157866-8-0-18.wav,9,8,siren,none
162432-6-0-0.wav,5,6,gun_shot,none
157867-8-0-18.wav,1,8,siren,none
159752-8-0-4.wav,4,8,siren,none
124389-8-1-16.wav,6,8,siren,none
40717-8-0-3.wav,2,8,siren,none
148632-8-0-4.wav,8,8,siren,none
22601-8-0-15.wav,3,8,siren,none
155299-3-1-1.wav,7,3,dog_bark,none
43784-3-0-0.wav,7,3,dog_bark,none
107357-8-1-1.wav,7,8,siren,none
117048-3-0-23.wav,3,3,dog_bark,none
24347-8-0-53.wav,4,8,siren,none
27349-3-1-2.wav,2,3,dog_bark,none
170015-3-0-0.wav,3,3,dog_bark,none
105319-3-0-39.wav,6,3,dog_bark,none
156868-8-1-0.wav,4,8,siren,none
24347-8-0-90.wav,4,8,siren,none
93567-8-0-18.wav,10,8,siren,none
107357-8-0-1.wav,7,8,siren,none
159744-8-0-3.wav,9,8,siren,none
184623-8-0-2.wav,3,8,siren,none
22601-8-0-46.wav,3,8,siren,none
208030-3-4-0.wav,6,3,dog_bark,none
47926-3-3-0.wav,4,3,dog_bark,none
164782-8-0-1.wav,5,8,siren,none
95549-3-0-14.wav,8,3,dog_bark,none
194754-3-0-1.wav,7,3,dog_bark,none
159753-8-0-6.wav,4,8,siren,none
184725-3-0-4.wav,3,3,dog_bark,none
118070-1-0-0.wav,3,1,car_horn,none
24347-8-0-80.wav,4,8,siren,none
135528-6-6-0.wav,4,6,gun_shot,none
117181-8-0-2.wav,8,8,siren,none
132073-1-1-0.wav,2,1,car_horn,none
159751-8-0-15.wav,4,8,siren,none
159742-8-0-12.wav,10,8,siren,none
103076-3-2-0.wav,8,3,dog_bark,none
148632-8-0-1.wav,8,8,siren,none
74364-8-1-12.wav,10,8,siren,none
136399-6-3-0.wav,9,6,gun_shot,none
24347-8-0-35.wav,4,8,siren,none
7389-1-4-12.wav,4,1,car_horn,none
81722-3-0-22.wav,9,3,dog_bark,none
175917-3-1-1.wav,6,3,dog_bark,none
59513-3-0-0.wav,10,3,dog_bark,none
24347-8-0-21.wav,4,8,siren,none
148828-6-0-0.wav,7,6,gun_shot,none
203356-3-0-1.wav,1,3,dog_bark,none
72259-1-10-11.wav,5,1,car_horn,none
72723-3-0-0.wav,9,3,dog_bark,none
159754-8-2-0.wav,5,8,siren,none
138015-3-0-7.wav,1,3,dog_bark,none
24965-3-2-0.wav,7,3,dog_bark,none
72259-1-9-13.wav,5,1,car_horn,none
20841-3-6-0.wav,3,3,dog_bark,none
89213-3-0-0.wav,5,3,dog_bark,none
64346-6-0-0.wav,6,6,gun_shot,none
135544-6-0-0.wav,6,6,gun_shot,none
79584-3-1-2.wav,9,3,dog_bark,none
87275-1-0-0.wav,1,1,car_horn,none
128465-1-0-5.wav,6,1,car_horn,none
204919-3-4-0.wav,6,3,dog_bark,none
25037-6-0-0.wav,10,6,gun_shot,none
191382-3-1-0.wav,5,3,dog_bark,none
4911-3-0-0.wav,2,3,dog_bark,none
7389-1-4-7.wav,4,1,car_horn,none
20015-3-0-4.wav,5,3,dog_bark,none
344-3-1-0.wav,4,3,dog_bark,none
133473-8-0-2.wav,8,8,siren,none
159747-8-0-20.wav,2,8,siren,none
161922-3-1-5.wav,6,3,dog_bark,none
147672-3-1-0.wav,2,3,dog_bark,none
159738-8-0-11.wav,1,8,siren,none
72259-1-0-4.wav,5,1,car_horn,none
118496-1-0-0.wav,3,1,car_horn,none
192236-3-0-2.wav,7,3,dog_bark,none
159750-8-0-8.wav,2,8,siren,none
63292-3-0-0.wav,3,3,dog_bark,none
52441-3-0-0.wav,4,3,dog_bark,none
201207-3-29-0.wav,4,3,dog_bark,none
208652-8-0-0.wav,10,8,siren,none
153057-1-0-0.wav,7,1,car_horn,none
7383-3-1-0.wav,1,3,dog_bark,none
28808-1-0-2.wav,10,1,car_horn,none
183992-3-0-6.wav,7,3,dog_bark,none
42117-8-0-7.wav,3,8,siren,none
199769-1-0-16.wav,3,1,car_horn,none
31325-3-1-0.wav,8,3,dog_bark,none
99812-1-6-0.wav,7,1,car_horn,none
43805-8-2-0.wav,7,8,siren,none
59800-3-1-0.wav,9,3,dog_bark,none
159747-8-0-15.wav,2,8,siren,none
40717-8-0-1.wav,2,8,siren,none
74726-8-1-2.wav,6,8,siren,none
145612-6-0-0.wav,8,6,gun_shot,none
159745-8-0-0.wav,9,8,siren,none
159738-8-0-13.wav,1,8,siren,none
72259-1-7-22.wav,5,1,car_horn,none
125520-1-1-0.wav,8,1,car_horn,none
23131-3-5-0.wav,2,3,dog_bark,none
159751-8-0-19.wav,4,8,siren,none
160575-3-4-0.wav,6,3,dog_bark,none
49809-3-4-0.wav,3,3,dog_bark,none
7066-6-0-0.wav,5,6,gun_shot,none
65381-3-0-3.wav,5,3,dog_bark,none
7060-6-0-0.wav,7,6,gun_shot,none
27349-3-2-1.wav,2,3,dog_bark,none
162703-1-0-0.wav,1,1,car_horn,none
76091-6-1-0.wav,2,6,gun_shot,none
24347-8-0-33.wav,4,8,siren,none
123688-8-0-0.wav,2,8,siren,none
180257-3-0-1.wav,7,3,dog_bark,none
89212-3-0-0.wav,1,3,dog_bark,none
173993-3-0-52.wav,5,3,dog_bark,none
181725-3-0-22.wav,5,3,dog_bark,none
23131-3-2-0.wav,2,3,dog_bark,none
159704-6-0-0.wav,6,6,gun_shot,none
123688-8-0-14.wav,2,8,siren,none
75490-8-1-0.wav,6,8,siren,none
94636-8-0-8.wav,3,8,siren,none
187356-1-2-0.wav,4,1,car_horn,none
158979-6-0-0.wav,6,6,gun_shot,none
160366-3-0-4.wav,2,3,dog_bark,none
159751-8-0-21.wav,4,8,siren,none
72567-1-4-2.wav,2,1,car_horn,none
124389-8-1-11.wav,6,8,siren,none
74495-3-0-1.wav,2,3,dog_bark,none
159708-6-3-0.wav,7,6,gun_shot,none
164053-8-2-2.wav,1,8,siren,none
200161-3-6-4.wav,3,3,dog_bark,none
22347-3-3-0.wav,2,3,dog_bark,none
208652-8-2-0.wav,10,8,siren,none
164053-8-2-3.wav,1,8,siren,none
94020-8-1-0.wav,4,8,siren,none
203913-8-0-6.wav,5,8,siren,none
72259-1-10-13.wav,5,1,car_horn,none
35296-3-1-0.wav,4,3,dog_bark,none
74726-8-2-3.wav,6,8,siren,none
102871-8-0-9.wav,2,8,siren,none
148833-6-1-0.wav,6,6,gun_shot,none
72539-3-0-6.wav,2,3,dog_bark,none
166268-3-0-0.wav,1,3,dog_bark,none
99812-1-0-2.wav,7,1,car_horn,none
123688-8-2-2.wav,2,8,siren,none
159708-6-6-0.wav,7,6,gun_shot,none
82811-3-0-1.wav,3,3,dog_bark,none
117048-3-0-35.wav,3,3,dog_bark,none
176638-1-1-0.wav,1,1,car_horn,none
19503-3-0-0.wav,5,3,dog_bark,none
159742-8-0-10.wav,10,8,siren,none
24347-8-0-78.wav,4,8,siren,none
180156-1-9-0.wav,9,1,car_horn,none
145608-6-3-0.wav,2,6,gun_shot,none
157801-6-0-0.wav,9,6,gun_shot,none
59800-3-2-0.wav,9,3,dog_bark,none
62048-3-0-3.wav,8,3,dog_bark,none
76566-3-0-8.wav,5,3,dog_bark,none
93567-8-0-14.wav,10,8,siren,none
43806-8-0-0.wav,1,8,siren,none
199769-1-0-0.wav,3,1,car_horn,none
159747-8-0-8.wav,2,8,siren,none
105289-8-1-4.wav,7,8,siren,none
197318-6-12-0.wav,1,6,gun_shot,none
199769-1-0-2.wav,3,1,car_horn,none
28808-1-1-1.wav,10,1,car_horn,none
159747-8-0-19.wav,2,8,siren,none
30226-3-1-1.wav,8,3,dog_bark,none
157207-6-5-0.wav,10,6,gun_shot,none
24965-3-3-0.wav,7,3,dog_bark,none
74726-8-0-15.wav,6,8,siren,none
159751-8-0-12.wav,4,8,siren,none
187356-1-0-0.wav,4,1,car_horn,none
57323-8-0-0.wav,7,8,siren,none
196561-3-0-16.wav,8,3,dog_bark,none
102853-8-0-3.wav,7,8,siren,none
118964-3-0-0.wav,4,3,dog_bark,none
159707-6-0-0.wav,9,6,gun_shot,none
111671-8-0-7.wav,5,8,siren,none
74726-8-0-16.wav,6,8,siren,none
52740-3-0-2.wav,9,3,dog_bark,none
30226-3-1-5.wav,8,3,dog_bark,none
72259-1-5-1.wav,5,1,car_horn,none
128891-3-0-5.wav,6,3,dog_bark,none
24347-8-0-0.wav,4,8,siren,none
197318-6-4-0.wav,1,6,gun_shot,none
71177-8-2-0.wav,8,8,siren,none
71309-1-0-6.wav,8,1,car_horn,none
108187-3-6-0.wav,2,3,dog_bark,none
157867-8-0-4.wav,1,8,siren,none
159752-8-2-1.wav,4,8,siren,none
159738-8-0-14.wav,1,8,siren,none
187356-1-3-0.wav,4,1,car_horn,none
180256-3-0-2.wav,1,3,dog_bark,none
50612-3-0-0.wav,7,3,dog_bark,none
51024-3-0-3.wav,10,3,dog_bark,none
162433-6-6-0.wav,8,6,gun_shot,none
158608-8-0-0.wav,4,8,siren,none
190996-3-0-1.wav,8,3,dog_bark,none
54086-1-0-0.wav,10,1,car_horn,none
44278-1-1-0.wav,4,1,car_horn,none
151069-6-0-0.wav,8,6,gun_shot,none
85574-3-0-8.wav,10,3,dog_bark,none
24347-8-0-50.wav,4,8,siren,none
76089-6-0-0.wav,2,6,gun_shot,none
174285-6-1-0.wav,8,6,gun_shot,none
183894-1-8-0.wav,7,1,car_horn,none
124389-8-1-5.wav,6,8,siren,none
71177-8-0-1.wav,8,8,siren,none
159750-8-0-5.wav,2,8,siren,none
105289-8-0-2.wav,7,8,siren,none
74726-8-0-2.wav,6,8,siren,none
24347-8-0-65.wav,4,8,siren,none
175915-3-0-3.wav,9,3,dog_bark,none
22601-8-0-53.wav,3,8,siren,none
180156-1-1-0.wav,9,1,car_horn,none
149177-6-0-0.wav,2,6,gun_shot,none
116485-3-2-4.wav,7,3,dog_bark,none
74513-3-0-0.wav,7,3,dog_bark,none
203355-3-0-0.wav,6,3,dog_bark,none
164627-1-0-0.wav,7,1,car_horn,none
155299-3-1-0.wav,7,3,dog_bark,none
94868-1-0-0.wav,1,1,car_horn,none
157207-6-8-0.wav,10,6,gun_shot,none
135160-8-0-8.wav,6,8,siren,none
176783-3-0-11.wav,3,3,dog_bark,none
105289-8-0-0.wav,7,8,siren,none
135544-6-10-0.wav,6,6,gun_shot,none
54898-8-0-2.wav,3,8,siren,none
183894-1-6-0.wav,7,1,car_horn,none
9674-1-0-0.wav,3,1,car_horn,none
50885-3-0-5.wav,5,3,dog_bark,none
162432-6-12-0.wav,5,6,gun_shot,none
24347-8-0-44.wav,4,8,siren,none
28808-1-0-4.wav,10,1,car_horn,none
113785-3-1-0.wav,2,3,dog_bark,none
117271-3-0-3.wav,6,3,dog_bark,none
187378-3-0-19.wav,9,3,dog_bark,none
157207-6-6-0.wav,10,6,gun_shot,none
72579-3-0-0.wav,1,3,dog_bark,none
57105-3-4-4.wav,9,3,dog_bark,none
22601-8-0-54.wav,3,8,siren,none
115536-3-0-0.wav,3,3,dog_bark,none
52077-3-0-13.wav,3,3,dog_bark,none
148835-6-0-0.wav,6,6,gun_shot,none
7065-6-0-0.wav,8,6,gun_shot,none
117536-1-0-0.wav,4,1,car_horn,none
199769-1-0-18.wav,3,1,car_horn,none
152588-3-2-0.wav,9,3,dog_bark,none
203913-8-1-3.wav,5,8,siren,none
185436-1-0-0.wav,5,1,car_horn,none
103076-3-0-0.wav,8,3,dog_bark,none
117181-8-0-5.wav,8,8,siren,none
190680-3-4-0.wav,6,3,dog_bark,none
158608-8-0-3.wav,4,8,siren,none
74726-8-2-0.wav,6,8,siren,none
27217-3-0-6.wav,7,3,dog_bark,none
174873-3-5-13.wav,8,3,dog_bark,none
135160-8-0-7.wav,6,8,siren,none
87275-1-1-0.wav,1,1,car_horn,none
14524-1-0-0.wav,7,1,car_horn,none
159701-6-3-0.wav,5,6,gun_shot,none
187378-3-0-12.wav,9,3,dog_bark,none
74364-8-1-16.wav,10,8,siren,none
116484-3-0-8.wav,4,3,dog_bark,none
155283-1-1-0.wav,8,1,car_horn,none
197320-6-12-0.wav,2,6,gun_shot,none
24347-8-0-83.wav,4,8,siren,none
54858-3-1-2.wav,1,3,dog_bark,none
203128-3-6-0.wav,2,3,dog_bark,none
